date,overnight_rate,yield_2y,yield_3y,yield_5y,yield_7y,yield_10y,yield_long,usdcad_legacy,usdcad_current,usdcad,yield_spread_10y_2y
2023-01-24,4.25,3.64,3.37,2.93,2.78,2.84,2.97,,1.337,1.337,-0.8000000000000003
2023-01-25,4.25,3.56,3.3,2.88,2.73,2.79,2.91,,1.3393,1.3393,-0.77
2023-01-26,4.5,3.62,3.35,2.95,2.81,2.85,2.93,,1.3349,1.3349,-0.77
2023-01-27,4.5,3.68,3.42,3.01,2.86,2.89,2.95,,1.3314,1.3314,-0.79
2023-01-30,4.5,3.74,3.47,3.04,2.89,2.92,2.96,,1.3356,1.3356,-0.8200000000000003
2023-01-31,4.5,3.76,3.49,3.04,2.88,2.92,2.98,,1.335,1.335,-0.8399999999999999
2023-02-01,4.5,3.66,3.38,2.93,2.78,2.85,2.93,,1.3321,1.3321,-0.81
2023-02-02,4.5,3.66,3.38,2.92,2.77,2.83,2.93,,1.3312,1.3312,-0.8300000000000001
2023-02-03,4.5,3.81,3.54,3.05,2.89,2.93,3.0,,1.3391,1.3391,-0.8799999999999999
2023-02-06,4.5,3.94,3.64,3.17,3.01,3.04,3.08,,1.3442,1.3442,-0.8999999999999999
2023-02-07,4.5,3.96,3.65,3.2,3.04,3.08,3.12,,1.3435,1.3435,-0.8799999999999999
2023-02-08,4.5,3.92,3.61,3.16,2.99,3.02,3.07,,1.3429,1.3429,-0.8999999999999999
2023-02-09,4.5,3.98,3.67,3.2,3.04,3.06,3.1,,1.3427,1.3427,-0.9199999999999999
2023-02-10,4.5,4.09,3.76,3.31,3.14,3.15,3.17,,1.3362,1.3362,-0.94
2023-02-13,4.5,4.07,3.75,3.27,3.1,3.1,3.11,,1.3343,1.3343,-0.9700000000000002
2023-02-14,4.5,4.19,3.87,3.39,3.21,3.19,3.17,,1.3345,1.3345,-1.0000000000000004
2023-02-15,4.5,4.17,3.87,3.43,3.25,3.27,3.26,,1.3411,1.3411,-0.8999999999999999
2023-02-16,4.5,4.14,3.87,3.45,3.28,3.29,3.28,,1.3439,1.3439,-0.8499999999999996
2023-02-17,4.5,4.15,3.87,3.45,3.28,3.29,3.25,,1.3487,1.3487,-0.8600000000000003
2023-02-20,4.5,,,,,,,,,,
2023-02-21,4.5,4.23,3.96,3.58,3.42,3.43,3.33,,1.3516,1.3516,-0.8000000000000003
2023-02-22,4.5,4.2,3.94,3.54,3.37,3.37,3.3,,1.3542,1.3542,-0.8300000000000001
2023-02-23,4.5,4.2,3.94,3.5,3.33,3.32,3.25,,1.3549,1.3549,-0.8800000000000003
2023-02-24,4.5,4.28,4.02,3.59,3.4,3.39,3.28,,1.3622,1.3622,-0.8900000000000001
2023-02-27,4.5,4.26,3.99,3.57,3.39,3.37,3.26,,1.3573,1.3573,-0.8899999999999997
2023-02-28,4.5,4.21,3.94,3.52,3.34,3.33,3.2,,1.3609,1.3609,-0.8799999999999999
2023-03-01,4.5,4.27,4.01,3.59,3.44,3.41,3.25,,1.3612,1.3612,-0.8599999999999994
2023-03-02,4.5,4.3,4.04,3.66,3.49,3.48,3.33,,1.3614,1.3614,-0.8199999999999998
2023-03-03,4.5,4.22,3.97,3.55,3.35,3.34,3.19,,1.361,1.361,-0.8799999999999999
2023-03-06,4.5,4.25,4.0,3.58,3.38,3.36,3.22,,1.3615,1.3615,-0.8900000000000001
2023-03-07,4.5,4.32,4.06,3.57,3.35,3.32,3.17,,1.3717,1.3717,-1.0000000000000004
2023-03-08,4.5,4.29,4.02,3.5,3.29,3.25,3.11,,1.3785,1.3785,-1.04
2023-03-09,4.5,4.15,3.88,3.37,3.19,3.17,3.05,,1.379,1.379,-0.9800000000000004
2023-03-10,4.5,3.97,3.69,3.19,3.0,2.99,2.77,,1.3807,1.3807,-0.98
2023-03-13,4.5,3.54,3.31,2.9,2.73,2.76,2.8,,1.373,1.373,-0.7800000000000002
2023-03-14,4.5,3.72,3.48,3.01,2.85,2.87,2.79,,1.3677,1.3677,-0.8500000000000001
2023-03-15,4.5,3.5,3.28,2.85,2.73,2.77,2.88,,1.3778,1.3778,-0.73
2023-03-16,4.5,3.73,3.51,3.05,2.88,2.9,2.96,,1.3744,1.3744,-0.8300000000000001
2023-03-17,4.5,3.54,3.32,2.89,2.74,2.77,2.9,,1.3734,1.3734,-0.77
2023-03-20,4.5,3.62,3.39,2.96,2.78,2.81,2.93,,1.3674,1.3674,-0.81
2023-03-21,4.5,3.7,3.46,2.97,2.85,2.88,2.99,,1.3706,1.3706,-0.8200000000000003
2023-03-22,4.5,3.49,3.25,2.77,2.65,2.7,2.93,,1.3712,1.3712,-0.79
2023-03-23,4.5,3.43,3.22,2.75,2.67,2.74,2.93,,1.3671,1.3671,-0.69
2023-03-24,4.5,3.42,3.22,2.77,2.67,2.74,2.89,,1.3763,1.3763,-0.6799999999999997
2023-03-27,4.5,3.61,3.4,2.96,2.84,2.9,3.03,,1.3682,1.3682,-0.71
2023-03-28,4.5,3.69,3.48,3.0,2.88,2.93,3.04,,1.3626,1.3626,-0.7599999999999998
2023-03-29,4.5,3.75,3.53,3.05,2.9,2.93,3.04,,1.3576,1.3576,-0.8199999999999998
2023-03-30,4.5,3.76,3.53,3.06,2.9,2.93,3.03,,1.3533,1.3533,-0.8299999999999996
2023-03-31,4.5,3.74,3.51,3.02,2.86,2.9,3.02,,1.3533,1.3533,-0.8400000000000003
2023-04-03,4.5,3.65,3.42,2.94,2.79,2.84,2.96,,1.3438,1.3438,-0.81
2023-04-04,4.5,3.55,3.33,2.85,2.71,2.77,2.93,,1.3447,1.3447,-0.7799999999999998
2023-04-05,4.5,3.54,3.32,2.87,2.72,2.78,2.95,,1.3457,1.3457,-0.7600000000000002
2023-04-06,4.5,3.61,3.39,2.9,2.73,2.79,2.94,,1.3478,1.3478,-0.8199999999999998
2023-04-07,4.5,,,,,,,,,,
2023-04-10,4.5,3.76,3.53,3.04,2.84,2.89,2.99,,1.3527,1.3527,-0.8699999999999997
2023-04-11,4.5,3.78,3.56,3.06,2.87,2.91,2.99,,1.3483,1.3483,-0.8699999999999997
2023-04-12,4.5,3.78,3.55,3.04,2.85,2.88,3.0,,1.3447,1.3447,-0.8999999999999999
2023-04-13,4.5,3.81,3.59,3.11,2.93,2.96,3.07,,1.3359,1.3359,-0.8500000000000001
2023-04-14,4.5,3.81,3.69,3.21,3.0,3.03,3.13,,1.3362,1.3362,-0.7800000000000002
2023-04-17,4.5,3.88,3.75,3.26,3.06,3.08,3.16,,1.3398,1.3398,-0.7999999999999998
2023-04-18,4.5,3.86,3.73,3.23,3.03,3.05,3.14,,1.3387,1.3387,-0.81
2023-04-19,4.5,3.88,3.74,3.24,3.03,3.05,3.13,,1.3445,1.3445,-0.8300000000000001
2023-04-20,4.5,3.79,3.66,3.15,2.95,2.97,3.07,,1.3469,1.3469,-0.8199999999999998
2023-04-21,4.5,3.73,3.6,3.1,2.9,2.93,3.03,,1.3539,1.3539,-0.7999999999999998
2023-04-24,4.5,3.73,3.6,3.08,2.89,2.92,3.01,,1.3542,1.3542,-0.81
2023-04-25,4.5,3.57,3.44,2.92,2.75,2.79,2.92,,1.3623,1.3623,-0.7799999999999998
2023-04-26,4.5,3.62,3.48,2.98,2.81,2.85,2.97,,1.3625,1.3625,-0.77
2023-04-27,4.5,3.73,3.6,3.09,2.92,2.95,3.05,,1.3612,1.3612,-0.7799999999999998
2023-04-28,4.5,3.65,3.51,2.97,2.81,2.84,2.96,,1.3578,1.3578,-0.81
2023-05-01,4.5,3.78,3.63,3.1,2.95,2.98,3.07,,1.3546,1.3546,-0.7999999999999998
2023-05-02,4.5,3.63,3.48,2.95,2.78,2.82,2.96,,1.3618,1.3618,-0.81
2023-05-03,4.5,3.56,3.41,2.87,2.71,2.76,2.93,,1.3616,1.3616,-0.8000000000000003
2023-05-04,4.5,3.55,3.4,2.88,2.74,2.79,2.97,,1.3566,1.3566,-0.7599999999999998
2023-05-05,4.5,3.7,3.55,3.02,2.87,2.9,3.05,,1.3427,1.3427,-0.8000000000000003
2023-05-08,4.5,3.76,3.61,3.08,2.93,2.96,3.11,,1.3354,1.3354,-0.7999999999999998
2023-05-09,4.5,3.77,3.62,3.08,2.92,2.95,3.08,,1.339,1.339,-0.8199999999999998
2023-05-10,4.5,3.68,3.54,2.99,2.86,2.89,3.04,,1.3375,1.3375,-0.79
2023-05-11,4.5,3.65,3.5,2.94,2.79,2.82,2.97,,1.3477,1.3477,-0.8300000000000001
2023-05-12,4.5,3.73,3.57,3.0,2.86,2.87,2.97,,1.3534,1.3534,-0.8599999999999999
2023-05-15,4.5,3.8,3.64,3.08,2.94,2.95,3.03,,1.3487,1.3487,-0.8499999999999996
2023-05-16,4.5,3.95,3.79,3.21,3.05,3.05,3.09,,1.3456,1.3456,-0.9000000000000004
2023-05-17,4.5,4.04,3.86,3.29,3.11,3.09,3.1,,1.3463,1.3463,-0.9500000000000002
2023-05-18,4.5,4.08,3.73,3.36,3.19,3.18,3.16,,1.35,1.35,-0.8999999999999999
2023-05-19,4.5,3.99,3.64,3.29,3.11,3.11,3.15,,1.3503,1.3503,-0.8800000000000003
2023-05-22,4.5,,,,,,,,,,
2023-05-23,4.5,4.11,3.76,3.41,3.22,3.23,3.23,,1.3504,1.3504,-0.8800000000000003
2023-05-24,4.5,4.16,3.81,3.46,3.27,3.26,3.27,,1.3582,1.3582,-0.9000000000000004
2023-05-25,4.5,4.23,3.87,3.52,3.32,3.3,3.3,,1.3628,1.3628,-0.9300000000000006
2023-05-26,4.5,4.3,3.94,3.57,3.35,3.33,3.29,,1.3623,1.3623,-0.9699999999999998
2023-05-29,4.5,4.32,3.96,3.59,3.35,3.33,3.26,,1.3593,1.3593,-0.9900000000000002
2023-05-30,4.5,4.24,3.87,3.5,3.28,3.25,3.22,,1.3598,1.3598,-0.9900000000000002
2023-05-31,4.5,4.22,3.84,3.44,3.22,3.18,3.14,,1.3603,1.3603,-1.0399999999999996
2023-06-01,4.5,4.2,3.82,3.41,3.2,3.16,3.09,,1.3482,1.3482,-1.04
2023-06-02,4.5,4.29,3.9,3.49,3.27,3.23,3.16,,1.3435,1.3435,-1.06
2023-06-05,4.5,4.33,3.93,3.52,3.3,3.26,3.2,,1.3434,1.3434,-1.0700000000000003
2023-06-06,4.5,4.38,3.98,3.55,3.32,3.28,3.18,,1.3419,1.3419,-1.1
2023-06-07,4.5,4.6,4.18,3.73,3.5,3.44,3.28,,1.3376,1.3376,-1.1599999999999997
2023-06-08,4.75,4.53,4.12,3.7,3.46,3.4,3.27,,1.3358,1.3358,-1.1300000000000003
2023-06-09,4.75,4.49,4.08,3.68,3.43,3.38,3.25,,1.3341,1.3341,-1.1100000000000003
2023-06-12,4.75,4.45,4.05,3.64,3.4,3.34,3.23,,1.3366,1.3366,-1.1100000000000003
2023-06-13,4.75,4.56,4.17,3.76,3.52,3.47,3.33,,1.331,1.331,-1.0899999999999994
2023-06-14,4.75,4.55,4.15,3.72,3.46,3.41,3.27,,1.3297,1.3297,-1.1399999999999997
2023-06-15,4.75,4.49,4.08,3.64,3.39,3.33,3.21,,1.3252,1.3252,-1.1600000000000001
2023-06-16,4.75,4.56,4.14,3.68,3.43,3.35,3.19,,1.3198,1.3198,-1.2099999999999995
2023-06-19,4.75,4.62,4.2,3.75,3.49,3.41,3.25,,1.3206,1.3206,-1.21
2023-06-20,4.75,4.58,4.16,3.69,3.42,3.34,3.19,,1.3241,1.3241,-1.2400000000000002
2023-06-21,4.75,4.63,4.22,3.74,3.47,3.38,3.22,,1.3183,1.3183,-1.25
2023-06-22,4.75,4.74,4.33,3.84,3.55,3.45,3.29,,1.316,1.316,-1.29
2023-06-23,4.75,4.66,4.25,3.76,3.46,3.36,3.2,,1.3199,1.3199,-1.3000000000000003
2023-06-26,4.75,4.61,4.2,3.7,3.4,3.3,3.16,,1.3151,1.3151,-1.3100000000000005
2023-06-27,4.75,4.59,4.19,3.69,3.4,3.31,3.17,,1.3175,1.3175,-1.2799999999999998
2023-06-28,4.75,4.52,4.13,3.61,3.31,3.22,3.11,,1.3254,1.3254,-1.2999999999999994
2023-06-29,4.75,4.66,4.28,3.78,3.48,3.36,3.18,,1.3255,1.3255,-1.3000000000000003
2023-06-30,4.75,4.58,4.21,3.68,3.38,3.26,3.09,,1.324,1.324,-1.3200000000000003
2023-07-03,4.75,,,,,,,,,,
2023-07-04,4.75,4.63,4.26,3.74,3.44,3.32,3.12,,1.3219,1.3219,-1.31
2023-07-05,4.75,4.68,4.31,3.82,3.53,3.41,3.21,,1.3273,1.3273,-1.2699999999999996
2023-07-06,4.75,4.75,4.4,3.91,3.62,3.49,3.25,,1.3348,1.3348,-1.2599999999999998
2023-07-07,4.75,4.79,4.45,3.98,3.69,3.56,3.33,,1.3293,1.3293,-1.23
2023-07-10,4.75,4.74,4.41,3.91,3.64,3.51,3.31,,1.3284,1.3284,-1.2300000000000004
2023-07-11,4.75,4.8,4.46,3.95,3.66,3.53,3.33,,1.326,1.326,-1.27
2023-07-12,4.75,4.66,4.33,3.81,3.53,3.42,3.26,,1.3188,1.3188,-1.2400000000000002
2023-07-13,5.0,4.57,4.23,3.71,3.44,3.34,3.22,,1.3128,1.3128,-1.2300000000000004
2023-07-14,5.0,4.64,4.3,3.76,3.48,3.37,3.23,,1.3183,1.3183,-1.2699999999999996
2023-07-17,5.0,4.67,4.33,3.8,3.51,3.4,3.27,,1.3187,1.3187,-1.27
2023-07-18,5.0,4.64,4.29,3.76,3.48,3.38,3.26,,1.319,1.319,-1.2599999999999998
2023-07-19,5.0,4.63,4.27,3.74,3.46,3.35,3.2,,1.317,1.317,-1.2799999999999998
2023-07-20,5.0,4.62,4.39,3.86,3.58,3.48,3.32,,1.3171,1.3171,-1.1400000000000001
2023-07-21,5.0,4.58,4.33,3.81,3.52,3.41,3.26,,1.3212,1.3212,-1.17
2023-07-24,5.0,4.68,4.42,3.9,3.6,3.49,3.33,,1.3172,1.3172,-1.1899999999999995
2023-07-25,5.0,4.72,4.46,3.93,3.64,3.52,3.34,,1.3184,1.3184,-1.1999999999999997
2023-07-26,5.0,4.65,4.38,3.85,3.56,3.45,3.29,,1.322,1.322,-1.2000000000000002
2023-07-27,5.0,4.77,4.51,4.0,3.72,3.61,3.42,,1.3201,1.3201,-1.1599999999999997
2023-07-28,5.0,4.68,4.43,3.92,3.63,3.51,3.33,,1.3232,1.3232,-1.17
2023-07-31,5.0,4.67,4.41,3.9,3.61,3.49,3.29,,1.3177,1.3177,-1.1799999999999997
2023-08-01,5.0,4.72,4.46,3.98,3.71,3.6,3.41,,1.3291,1.3291,-1.1199999999999997
2023-08-02,5.0,4.69,4.43,3.97,3.71,3.61,3.44,,1.3335,1.3335,-1.0800000000000005
2023-08-03,5.0,4.72,4.47,4.04,3.8,3.71,3.58,,1.3351,1.3351,-1.0099999999999998
2023-08-04,5.0,4.57,4.33,3.87,3.63,3.55,3.45,,1.3355,1.3355,-1.0200000000000005
2023-08-07,5.0,,,,,,,,,,
2023-08-08,5.0,4.53,4.28,3.83,3.59,3.51,3.42,,1.3456,1.3456,-1.0200000000000005
2023-08-09,5.0,4.59,4.33,3.86,3.6,3.51,3.41,,1.3431,1.3431,-1.08
2023-08-10,5.0,4.63,4.37,3.93,3.68,3.59,3.47,,1.3409,1.3409,-1.04
2023-08-11,5.0,4.67,4.42,3.99,3.74,3.65,3.48,,1.3443,1.3443,-1.02
2023-08-14,5.0,4.72,4.47,4.03,3.77,3.68,3.52,,1.3461,1.3461,-1.0399999999999996
2023-08-15,5.0,4.78,4.53,4.1,3.84,3.74,3.58,,1.3482,1.3482,-1.04
2023-08-16,5.0,4.8,4.55,4.12,3.86,3.77,3.61,,1.3518,1.3518,-1.0299999999999998
2023-08-17,5.0,4.78,4.54,4.13,3.87,3.78,3.59,,1.3524,1.3524,-1.0000000000000004
2023-08-18,5.0,4.76,4.51,4.08,3.81,3.71,3.53,,1.3552,1.3552,-1.0499999999999998
2023-08-21,5.0,4.79,4.54,4.14,3.87,3.77,3.59,,1.3543,1.3543,-1.02
2023-08-22,5.0,4.83,4.58,4.18,3.91,3.81,3.61,,1.3549,1.3549,-1.02
2023-08-23,5.0,4.7,4.45,4.02,3.74,3.63,3.47,,1.3552,1.3552,-1.0700000000000003
2023-08-24,5.0,4.76,4.51,4.08,3.8,3.69,3.51,,1.3565,1.3565,-1.0699999999999998
2023-08-25,5.0,4.78,4.53,4.04,3.82,3.7,3.5,,1.3606,1.3606,-1.08
2023-08-28,5.0,4.78,4.53,4.02,3.79,3.67,3.48,,1.3596,1.3596,-1.1100000000000003
2023-08-29,5.0,4.68,4.43,3.92,3.7,3.58,3.41,,1.3593,1.3593,-1.0999999999999996
2023-08-30,5.0,4.65,4.4,3.9,3.68,3.57,3.41,,1.3535,1.3535,-1.0800000000000005
2023-08-31,5.0,4.64,4.4,3.89,3.67,3.56,3.38,,1.3531,1.3531,-1.0799999999999996
2023-09-01,5.0,4.55,4.31,3.83,3.64,3.56,3.41,,1.358,1.358,-0.9899999999999998
2023-09-04,5.0,,,,,,,,,,
2023-09-05,5.0,4.66,4.42,3.94,3.75,3.69,3.52,,1.3627,1.3627,-0.9700000000000002
2023-09-06,5.0,4.68,4.44,3.97,3.77,3.68,3.5,,1.3654,1.3654,-0.9999999999999996
2023-09-07,5.0,4.62,4.36,3.92,3.74,3.65,3.48,,1.3674,1.3674,-0.9700000000000002
2023-09-08,5.0,4.66,4.41,3.96,3.77,3.67,3.48,,1.3632,1.3632,-0.9900000000000002
2023-09-11,5.0,4.67,4.42,3.96,3.78,3.69,3.51,,1.3581,1.3581,-0.98
2023-09-12,5.0,4.7,4.44,3.97,3.78,3.69,3.51,,1.356,1.356,-1.0100000000000002
2023-09-13,5.0,4.69,4.43,3.96,3.77,3.68,3.52,,1.3551,1.3551,-1.0100000000000002
2023-09-14,5.0,4.69,4.43,3.96,3.78,3.69,3.53,,1.3515,1.3515,-1.0000000000000004
2023-09-15,5.0,4.73,4.47,4.02,3.83,3.74,3.56,,1.3526,1.3526,-0.9900000000000002
2023-09-18,5.0,4.77,4.51,4.04,3.85,3.75,3.56,,1.3491,1.3491,-1.0199999999999996
2023-09-19,5.0,4.91,4.65,4.18,3.98,3.86,3.63,,1.3426,1.3426,-1.0500000000000003
2023-09-20,5.0,4.95,4.68,4.2,4.0,3.88,3.63,,1.3423,1.3423,-1.0700000000000003
2023-09-21,5.0,4.95,4.7,4.25,4.06,3.95,3.72,,1.3486,1.3486,-1.0
2023-09-22,5.0,4.92,4.66,4.21,4.02,3.91,3.69,,1.3464,1.3464,-1.0099999999999998
2023-09-25,5.0,4.94,4.69,4.28,4.12,4.02,3.8,,1.3471,1.3471,-0.9200000000000008
2023-09-26,5.0,4.93,4.68,4.28,4.12,4.03,3.81,,1.3509,1.3509,-0.8999999999999995
2023-09-27,5.0,4.96,4.72,4.33,4.18,4.09,3.87,,1.3515,1.3515,-0.8700000000000001
2023-09-28,5.0,4.91,4.68,4.3,4.15,4.06,3.86,,1.3493,1.3493,-0.8500000000000005
2023-09-29,5.0,4.87,4.64,4.25,4.11,4.03,3.81,,1.352,1.352,-0.8399999999999999
2023-10-02,5.0,,,,,,,,,,
2023-10-03,5.0,4.97,4.76,4.42,4.32,4.26,3.99,,1.3711,1.3711,-0.71
2023-10-04,5.0,4.9,4.69,4.33,4.21,4.14,3.91,,1.3743,1.3743,-0.7600000000000007
2023-10-05,5.0,4.79,4.65,4.29,4.18,4.13,3.9,,1.3733,1.3733,-0.6600000000000001
2023-10-06,5.0,4.85,4.71,4.31,4.2,4.15,3.9,,1.3683,1.3683,-0.6999999999999993
2023-10-09,5.0,,,,,,,,,,
2023-10-10,5.0,4.72,4.58,4.17,4.06,3.99,3.76,,1.3591,1.3591,-0.7299999999999995
2023-10-11,5.0,4.75,4.6,4.15,4.02,3.93,3.68,,1.3603,1.3603,-0.8199999999999998
2023-10-12,5.0,4.82,4.68,4.24,4.12,4.04,3.79,,1.3657,1.3657,-0.7800000000000002
2023-10-13,5.0,4.85,4.7,4.21,4.07,3.97,3.7,,1.3661,1.3661,-0.8799999999999994
2023-10-16,5.0,4.89,4.74,4.27,4.14,4.03,3.74,,1.3619,1.3619,-0.8599999999999994
2023-10-17,5.0,4.89,4.75,4.3,4.16,4.07,3.76,,1.3647,1.3647,-0.8199999999999994
2023-10-18,5.0,4.9,4.77,4.32,4.19,4.1,3.79,,1.3685,1.3685,-0.8000000000000007
2023-10-19,5.0,4.88,4.75,4.34,4.24,4.18,3.93,,1.3715,1.3715,-0.7000000000000002
2023-10-20,5.0,4.79,4.66,4.25,4.16,4.08,3.87,,1.3695,1.3695,-0.71
2023-10-23,5.0,4.72,4.59,4.18,4.1,4.01,3.77,,1.3693,1.3693,-0.71
2023-10-24,5.0,4.7,4.57,4.17,4.09,4.01,3.75,,1.3731,1.3731,-0.6900000000000004
2023-10-25,5.0,4.73,4.6,4.23,4.16,4.11,3.88,,1.3782,1.3782,-0.6200000000000001
2023-10-26,5.0,4.64,4.51,4.12,4.06,4.0,3.76,,1.3825,1.3825,-0.6399999999999997
2023-10-27,5.0,4.58,4.45,4.05,4.01,3.97,3.73,,1.3857,1.3857,-0.6099999999999999
2023-10-30,5.0,4.65,4.52,4.11,4.06,4.02,3.81,,1.3833,1.3833,-0.6300000000000008
2023-10-31,5.0,4.63,4.5,4.12,4.06,4.05,3.85,,1.3871,1.3871,-0.5800000000000001
2023-11-01,5.0,4.53,4.39,3.98,3.93,3.92,3.74,,1.3875,1.3875,-0.6100000000000003
2023-11-02,5.0,4.55,4.41,3.94,3.89,3.85,3.64,,1.3778,1.3778,-0.6999999999999997
2023-11-03,5.0,4.38,4.23,3.78,3.75,3.74,3.56,,1.3683,1.3683,-0.6399999999999997
2023-11-06,5.0,4.45,4.3,3.87,3.84,3.81,3.61,,1.3676,1.3676,-0.6400000000000001
2023-11-07,5.0,4.44,4.28,3.83,3.78,3.76,3.56,,1.376,1.376,-0.6800000000000006
2023-11-08,5.0,4.47,4.3,3.81,3.76,3.71,3.5,,1.3797,1.3797,-0.7599999999999998
2023-11-09,5.0,4.57,4.41,3.94,3.88,3.85,3.64,,1.3781,1.3781,-0.7200000000000002
2023-11-10,5.0,4.56,4.4,3.94,3.88,3.83,3.61,,1.3819,1.3819,-0.7299999999999995
2023-11-13,5.0,,,,,,,,,,
2023-11-14,5.0,4.39,4.22,3.76,3.71,3.67,3.5,,1.3725,1.3725,-0.7199999999999998
2023-11-15,5.0,4.51,4.35,3.88,3.82,3.75,3.55,,1.3675,1.3675,-0.7599999999999998
2023-11-16,5.0,4.45,4.28,3.81,3.74,3.69,3.51,,1.375,1.375,-0.7600000000000002
2023-11-17,5.0,4.47,4.3,3.82,3.75,3.68,3.49,,1.3722,1.3722,-0.7899999999999996
2023-11-20,5.0,4.41,4.25,3.78,3.7,3.65,3.47,,1.3726,1.3726,-0.7600000000000002
2023-11-21,5.0,4.39,4.22,3.75,3.68,3.65,3.46,,1.3698,1.3698,-0.7399999999999998
2023-11-22,5.0,4.4,4.23,3.76,3.69,3.65,3.47,,1.3723,1.3723,-0.7500000000000004
2023-11-23,5.0,4.43,4.26,3.82,3.74,3.71,3.52,,1.3699,1.3699,-0.7199999999999998
2023-11-24,5.0,4.45,4.28,3.83,3.75,3.72,3.5,,1.3623,1.3623,-0.73
2023-11-27,5.0,4.4,4.23,3.76,3.68,3.64,3.41,,1.3635,1.3635,-0.7600000000000002
2023-11-28,5.0,4.29,4.12,3.67,3.6,3.58,3.38,,1.3581,1.3581,-0.71
2023-11-29,5.0,4.17,4.0,3.6,3.53,3.51,3.34,,1.359,1.359,-0.6600000000000001
2023-11-30,5.0,4.2,4.03,3.64,3.57,3.56,3.36,,1.3582,1.3582,-0.6400000000000001
2023-12-01,5.0,4.07,3.9,3.5,3.45,3.43,3.23,,1.3507,1.3507,-0.6400000000000001
2023-12-04,5.0,4.12,3.95,3.54,3.48,3.46,3.26,,1.3541,1.3541,-0.6600000000000001
2023-12-05,5.0,4.07,3.89,3.44,3.38,3.34,3.16,,1.3579,1.3579,-0.7300000000000004
2023-12-06,5.0,4.07,3.89,3.4,3.33,3.3,3.11,,1.3574,1.3574,-0.7700000000000005
2023-12-07,5.0,4.05,3.88,3.39,3.32,3.3,3.13,,1.3597,1.3597,-0.75
2023-12-08,5.0,4.15,3.97,3.49,3.41,3.37,3.18,,1.3588,1.3588,-0.7800000000000002
2023-12-11,5.0,4.19,4.02,3.53,3.45,3.41,3.21,,1.357,1.357,-0.7800000000000002
2023-12-12,5.0,4.22,4.04,3.53,3.44,3.4,3.2,,1.3599,1.3599,-0.8199999999999998
2023-12-13,5.0,3.97,3.79,3.33,3.25,3.24,3.09,,1.3561,1.3561,-0.73
2023-12-14,5.0,3.91,3.73,3.24,3.17,3.14,2.97,,1.3419,1.3419,-0.77
2023-12-15,5.0,3.94,3.76,3.24,3.16,3.11,2.91,,1.3378,1.3378,-0.8300000000000001
2023-12-18,5.0,3.99,3.8,3.29,3.21,3.17,2.97,,1.3387,1.3387,-0.8200000000000003
2023-12-19,5.0,3.99,3.8,3.26,3.18,3.13,2.94,,1.3344,1.3344,-0.8600000000000003
2023-12-20,5.0,3.91,3.71,3.18,3.1,3.06,2.9,,1.3331,1.3331,-0.8500000000000001
2023-12-21,5.0,3.94,3.73,3.23,3.14,3.11,2.97,,1.3311,1.3311,-0.8300000000000001
2023-12-22,5.0,3.99,3.78,3.3,3.22,3.21,3.06,,1.3258,1.3258,-0.7800000000000002
2023-12-25,5.0,,,,,,,,,,
2023-12-26,5.0,,,,,,,,,,
2023-12-27,5.0,3.91,3.7,3.18,3.1,3.06,2.96,,1.3205,1.3205,-0.8500000000000001
2023-12-28,5.0,3.92,3.71,3.2,3.12,3.11,3.01,,1.3212,1.3212,-0.81
2023-12-29,5.0,3.88,3.67,3.17,3.09,3.1,3.02,,1.3226,1.3226,-0.7799999999999998
2024-01-01,5.0,,,,,,,,,,
2024-01-02,5.0,3.96,3.74,3.25,3.18,3.18,3.1,,1.3316,1.3316,-0.7799999999999998
2024-01-03,5.0,3.96,3.75,3.24,3.16,3.14,3.07,,1.3356,1.3356,-0.8199999999999998
2024-01-04,5.0,4.04,3.82,3.33,3.25,3.23,3.14,,1.3354,1.3354,-0.81
2024-01-05,5.0,4.06,3.83,3.36,3.28,3.26,3.19,,1.3347,1.3347,-0.7999999999999998
2024-01-08,5.0,4.03,3.8,3.33,3.24,3.22,3.14,,1.3372,1.3372,-0.81
2024-01-09,5.0,4.01,3.79,3.32,3.24,3.22,3.13,,1.3391,1.3391,-0.7899999999999996
2024-01-10,5.0,4.04,3.81,3.36,3.28,3.27,3.18,,1.3382,1.3382,-0.77
2024-01-11,5.0,3.99,3.76,3.31,3.23,3.25,3.18,,1.3409,1.3409,-0.7400000000000002
2024-01-12,5.0,3.79,3.57,3.28,3.21,3.22,3.19,,1.3387,1.3387,-0.5699999999999998
2024-01-15,5.0,3.79,3.57,3.27,3.2,3.22,3.18,,1.3436,1.3436,-0.5699999999999998
2024-01-16,5.0,3.91,3.69,3.4,3.32,3.36,3.31,,1.3483,1.3483,-0.5500000000000003
2024-01-17,5.0,4.04,3.82,3.51,3.42,3.44,3.37,,1.3522,1.3522,-0.6000000000000001
2024-01-18,5.0,4.05,3.83,3.54,3.46,3.49,3.42,,1.3505,1.3505,-0.5599999999999996
2024-01-19,5.0,4.09,3.86,3.57,3.48,3.5,3.43,,1.3462,1.3462,-0.5899999999999999
2024-01-22,5.0,4.07,3.84,3.52,3.43,3.45,3.39,,1.3454,1.3454,-0.6200000000000001
2024-01-23,5.0,4.06,3.83,3.53,3.44,3.47,3.41,,1.3478,1.3478,-0.5899999999999994
